company,description,archetype,industry,link
"Fiserv (FIUSD Stablecoin)","Запускает собственную привязанную к доллару стablecoin на блокчейне Solana для ускорения расчетов в банковских и платежных платформах.",Data,Finance,https://fiserv.com
"Digital Asset (Canton Network)","Использует GenAI для токенизации реальных активов (RWA) на разрешенных distributed ledger для повышения эффективности рынка.",Data,Finance,https://digitalasset.com
"Stripe (Payment Intelligence)","Применяет GenAI для оптимизации онлайн-платежей, генерации описаний продуктов и предоставления AI-поддержки для мерчантов.",Customer,Finance,https://stripe.com
"Square/Block (AI Analytics)","Использует GenAI для создания маркетинговых кампаний для продавцов, анализа продаж и предоставления AI-поддержки клиентам.",Customer,Finance,https://squareup.com
"Revolut (Fraud Detection)","AI-система для обнаружения мошенничества в реальном времени и персонализации банковских услуг.",Customer,Finance,https://revolut.com
"Neobank Chime (Spending Insights)","Использует GenAI для анализа расходов пользователей и предоставления персонализированных финансовых рекомендаций.",Customer,Finance,https://chime.com
"Robinhood (Investment AI)","AI-powered инструменты для анализа инвестиций, генерации торговых insights и персонализации портфеля.",Customer,Finance,https://robinhood.com
"SoFi (Personal Finance AI)","Применяет GenAI для персонализированных финансовых советов, кредитного анализа и автоматизации заявок на кредиты.",Customer,Finance,https://sofi.com
"Coinbase (Crypto AI)","Использует AI for crypto trading insights, портфолио оптимизацию и обнаружение подозрительных транзакций.",Data,Finance,https://coinbase.com
"Plaid (Financial Data AI)","AI-enhanced агрегация финансовых данных, категorizация транзакций и риск-анализ для fintech приложений.",Data,Finance,https://plaid.com
"Uber (Route Optimization)","Использует GenAI для оптимизации маршрутов водителей, прогнозирования спроса и динамического ценообразования.",Customer,Manufacturing,https://uber.com
"Lyft (Demand Forecasting)","AI-система для предсказания спроса на поездки, оптимизации расположения водителей и улучшения ETA.",Data,Manufacturing,https://lyft.com
"Bird (Scooter Management)","Применяет GenAI для оптимизации распределения электросамокатов, прогнозирования спроса и планирования обслуживания.",Employee,Manufacturing,https://bird.co
"Citymapper (Urban Navigation)","AI-powered навигация в городах с интеграцией всех видов транспорта и real-time оптимизацией маршрутов.",Customer,Manufacturing,https://citymapper.com
"Via (Shared Mobility)","Использует GenAI для оптимизации shared rides, dynamic routing и повышения эффективности общественного транспорта.",Customer,Manufacturing,https://ridewithvia.com
"Moovit (Public Transit AI)","AI-платформа для планирования поездок на общественном транспорте с real-time данными и персонализированными рекомендациями.",Customer,Manufacturing,https://moovit.com
"Waze (Traffic Intelligence)","Использует crowd-sourced данные и GenAI для real-time навигации, предупреждений о пробках и оптимизации маршрутов.",Customer,Manufacturing,https://waze.com
"Transit App (Multimodal Planning)","AI-powered планировщик поездок, интегрирующий все виды транспорта для оптимального городского перемещения.",Customer,Manufacturing,https://transitapp.com
"Spin (Micromobility AI)","Использует GenAI для оптимизации флота электротранспорта, предсказания потребностей пользователей и планирования зарядки.",Employee,Manufacturing,https://spin.app
"Lime (Fleet Optimization)","AI-система для управления флотом электросамокатов и велосипедов, включая динамическое ценообразование и predictive maintenance.",Employee,Manufacturing,https://li.me
"Google DeepMind (Power Plant Cooling)","AI-алгоритмы для оптимизации процессов охлаждения электростанций, снижающие расходы на охлаждение на 40%.",Employee,Other,https://deepmind.google
"Tesla Powerwall (Energy Storage)","AI-система для оптимизации хранения и использования энергии в домашних батареях на основе тарифов и потребления.",Data,Other,https://tesla.com/powerwall
"Siemens Smart Grid AI","Использует GenAI для оптимизации распределения энергии в умных сетях и интеграции возобновляемых источников.",Employee,Other,https://siemens.com
"PXiSE Energy (Grid Management)","AI-powered решения for advanced grid management и оптимизации, особенно при интеграции солнечной и ветровой энергии.",Data,Other,https://pxise.com
"Phaidra (Industrial Cooling)","AI-оптимизированные процессы охлаждения для фармацевтической промышленности и district energy систем.",Employee,Other,https://phaidra.ai
"Pampa Energy (Predictive Maintenance)","Использует predictive maintenance алгоритмы для обнаружения аномалий в газотурбинных компрессорах до катастрофических отказов.",Employee,Other,https://pampaenergia.com
"Enel (Grid Analytics)","AI-платформа для анализа энергосетей, прогнозирования отказов и оптимизации энергопотоков на глобальном уровне.",Data,Other,https://enel.com
"Duke Energy (Demand Response)","Использует GenAI для управления спросом на электроэнергию и интеграции distributed energy resources.",Data,Other,https://duke-energy.com
"NextEra Energy (Renewable Forecasting)","AI-система для прогнозирования выработки возобновляемой энергии и оптимизации энергетических портфелей.",Data,Other,https://nexteraenergy.com
"Schneider Electric (EcoStruxure AI)","Интегрированная AI-платформа для энергоменеджмента, автоматизации и оптимизации энергопотребления.",Employee,Other,https://schneider-electric.com
"Barcelona Smart City","Комплексная AI-стратегия для городского планирования, использующая ресурсы эффективнее и делающая городское развитие более устойчивым.",Employee,Manufacturing,https://barcelona.cat
"Amsterdam Algorithm Register","Публичный реестр алгоритмов, используемых городом, для обеспечения прозрачности AI-систем в муниципальном управлении.",Employee,Manufacturing,https://algorithm.amsterdam.nl
"Toronto Quayside (Sidewalk Labs)","Проект smart city с интегрированными IoT сенсорами и AI для оптимизации городской инфраструктуры (проект закрыт, но технологии используются).",Data,Manufacturing,https://sidewalklabs.com
"Seoul Digital Media City","AI-powered управление городскими сервисами, включая трафик, энергоснабжение и общественную безопасность.",Data,Manufacturing,https://seoul.go.kr
"Copenhagen Smart City","Использует IoT и AI для достижения углеродной нейтральности к 2025 году через оптимизацию энергопотребления и транспорта.",Data,Manufacturing,https://kk.dk
"Vienna Smart City Strategy","AI-инициативы для улучшения качества жизни через оптимизацию городских услуг и sustainable urban development.",Employee,Manufacturing,https://wien.gv.at
"Helsinki MyHelsinki AI","Персонализированные городские сервисы и рекомендации для жителей и туристов на основе AI-анализа предпочтений.",Customer,Manufacturing,https://myhelsinki.fi
"Zurich Smart City","IoT и AI решения для управления парковками, общественным транспортом и экологическим мониторингом.",Data,Manufacturing,https://stadt-zuerich.ch
"Tel Aviv Smart City","AI-платформа для emergency response, traffic optimization и цифровых городских сервисов.",Data,Manufacturing,https://tel-aviv.gov.il
"Boston Street Bump","Мобильное приложение с AI для автоматического обнаружения ям на дорогах и отправки уведомлений в городские службы.",Data,Manufacturing,https://boston.gov
"LexisNexis (Legal AI)","AI-powered legal research platform для анализа судебных решений, поиска прецедентов и генерации legal briefs.",Employee,Legal,https://lexisnexis.com
"Westlaw Edge (Thomson Reuters)","Использует GenAI для intelligent legal research, document analysis и personalized legal insights.",Employee,Legal,https://westlaw.com
"Harvey AI","GenAI ассистент для юристов, помогающий с contract review, legal writing и research tasks.",Employee,Legal,https://harvey.ai
"Ironclad (Contract AI)","AI-платформа для автоматизации contract lifecycle management, включая генерацию, анализ и negotiation tracking.",Employee,Legal,https://ironcladapp.com
"Kira Systems (Contract Analysis)","Machine learning для извлечения и анализа информации из контрактов в M&A due diligence процессах.",Data,Legal,https://kirasystems.com
"Relativity (eDiscovery AI)","AI-enhanced платформа для electronic discovery, document review и data analysis в litigation.",Employee,Legal,https://relativity.com
"Disco (Legal Technology)","Cloud-native AI решения для eDiscovery, legal hold management и compliance в крупных legal matters.",Employee,Legal,https://csdisco.com
"LawGeex (Contract Review)","AI для автоматического review и approval контрактов с integration в enterprise workflow systems.",Employee,Legal,https://lawgeex.com
"DoNotPay (Consumer Legal AI)","AI-powered приложение для помощи потребителям в legal issues, включая disputes, refunds и bureaucratic tasks.",Customer,Legal,https://donotpay.com
"Lex Machina (Legal Analytics)","Использует GenAI для анализа litigation данных, прогнозирования исходов дел и judge/attorney analytics.",Data,Legal,https://lexmachina.com
"Nike (Personalized Training)","AI-powered Nike Training Club app предоставляет персонализированные тренировки на основе фитнес-уровня и целей пользователей.",Customer,Other,https://nike.com
"Adidas (Performance Analytics)","Использует AI для анализа спортивных показателей, дизайна обуви и персонализации продуктов.",Creative,Other,https://adidas.com
"Peloton (AI Coaching)","GenAI для персонализированных фитнес рекомендаций, virtual coaching и adaptive workout plans.",Customer,Other,https://onepeloton.com
"MyFitnessPal (Nutrition AI)","AI-анализ питания, автоматическое логирование еды и персонализированные диетические рекомендации.",Customer,Other,https://myfitnesspal.com
"Strava (Activity Intelligence)","Использует GenAI для анализа спортивных активностей, персональных insights и социальных фитнес-рекомендаций.",Customer,Other,https://strava.com
"Fitbit/Google (Health AI)","AI-powered health insights, sleep analysis и персонализированные wellness рекомендации на основе wearable data.",Customer,Other,https://fitbit.com
"Under Armour (MapMyFitness)","AI-коучинг и персонализированные тренировочные планы на основе GPS и sensor data.",Customer,Other,https://mapmyfitness.com
"Garmin (Sports Analytics)","Advanced AI analytics для профессиональных спортсменов, включая performance metrics и recovery recommendations.",Customer,Other,https://garmin.com
"Zwift (Virtual Training)","AI-powered виртуальные тренировки для cyclists и runners с adaptive difficulty и social features.",Customer,Other,https://zwift.com
"WHOOP (Recovery AI)","AI-анализ recovery, strain и sleep для оптимизации тренировочных программ профессиональных спортсменов.",Customer,Other,https://whoop.com
"Booking.com (AI Recommendations)","Использует GenAI для персонализированных рекомендаций отелей, dynamic pricing и AI-powered customer service.",Customer,Other,https://booking.com
"Airbnb (Host & Guest AI)","AI-инструменты для хостов по оптимизации listings и для гостей - персонализированные recommendations и smart pricing.",Customer,Other,https://airbnb.com
"Expedia (Travel Assistant)","AI-powered travel planning assistant для создания персонализированных маршrutов и travel recommendations.",Customer,Other,https://expedia.com
"Marriott (Personalized Hospitality)","AI-система for guest preference learning, personalized room amenities и predictive maintenance в отелях.",Customer,Other,https://marriott.com
"Hilton (Connected Room)","IoT и AI интеграция для персонализированного управления номером через мобильное приложение.",Customer,Other,https://hilton.com
"TripAdvisor (AI Reviews)","Использует GenAI для анализа reviews, генерации travel insights и персонализированных recommendations.",Customer,Other,https://tripadvisor.com
"Delta Airlines (AI Operations)","AI для оптимизации flight schedules, predictive maintenance и персонализированного passenger experience.",Customer,Other,https://delta.com
"Uber for Business (Travel Management)","AI-powered corporate travel management с automated expense reporting и travel policy compliance.",Employee,Other,https://uber.com/business
"Kayak (Price Forecasting)","AI-алгоритмы для прогнозирования цен на авиабилеты и travel price recommendations.",Customer,Other,https://kayak.com
"GetYourGuide (Experience AI)","GenAI для персонализированных рекомендаций туристических активностей и automated booking assistance.",Customer,Other,https://getyourguide.com
"L'Oréal (Beauty AI)","AI-powered virtual makeup try-on, personalized skincare recommendations и automated beauty consultations.",Customer,Other,https://loreal.com
"Sephora (Virtual Artist)","AR и AI для virtual makeup application, personalized product recommendations и skin analysis.",Customer,Other,https://sephora.com
"H&M (Fashion AI)","Использует GenAI for trend forecasting, inventory optimization и personalized styling recommendations.",Customer,Other,https://hm.com
"Unilever (Beauty Tech)","AI-powered skin analysis, personalized beauty regimens и virtual beauty consultations across beauty brands.",Customer,Other,https://unilever.com
"ModiFace (Beauty AR)","AI и AR technology for virtual beauty try-ons, используемая брендами по всему миру.",Customer,Other,https://modiface.com
"Thread (Personal Styling)","AI-powered personal styling service с machine learning algorithms for outfit recommendations.",Customer,Other,https://thread.com
"Zalando (Fashion AI)","Использует GenAI for personalized fashion recommendations, visual search и trend analysis.",Customer,Other,https://zalando.com
"ASOS (Style Match)","AI-powered visual search и style matching technology для персонализированного fashion shopping.",Customer,Other,https://asos.com
"Electronic Arts (AI NPCs)","Разрабатывает AI-powered NPCs с natural language processing для более realistic gaming interactions.",Customer,Media,https://ea.com
"Activision Blizzard (Content Generation)","Использует GenAI для создания game environments, character design и procedural world building.",Creative,Media,https://activisionblizzard.com
"Unity (AI Tools)","AI-powered game development tools для automated testing, asset generation и performance optimization.",Creative,Media,https://unity.com
"Roblox (User-Generated AI)","Платформа для AI-assisted user-generated content creation и automated content moderation.",Creative,Media,https://corp.roblox.com
"Discord (AI Moderation)","GenAI для automated community moderation, spam detection и content policy enforcement.",Security,Media,https://discord.com
"Steam (Game Recommendations)","AI-powered game discovery system с personalized recommendations на основе gaming preferences.",Customer,Media,https://store.steampowered.com
"Twitch (Stream Enhancement)","AI-powered stream recommendation, automated highlights generation и intelligent content moderation.",Customer,Media,https://twitch.tv
"Verizon (Network AI)","AI-powered network optimization, predictive maintenance и intelligent traffic routing для 5G networks.",Employee,Other,https://verizon.com
"Nokia (AI Networks)","AI и ML solutions для network automation, predictive analytics и intelligent network slicing.",Employee,Other,https://nokia.com
"Vodafone (Network AI)","GenAI для network planning, customer experience optimization и predictive maintenance в global operations.",Customer,Other,https://vodafone.com
"Deutsche Telekom (AI Services)","AI-powered business solutions, IoT analytics и intelligent network management для enterprise customers.",Employee,Other,https://telekom.com
"Cisco (Network Analytics)","AI-enhanced network analytics, security threat detection и automated network configuration.",Data,Other,https://cisco.com
"Google (Environmental AI)","AI для optimization data center energy efficiency, renewable energy forecasting и environmental impact measurement.",Data,Other,https://sustainability.google
"Amazon (Climate Pledge)","AI-solutions для supply chain optimization, renewable energy integration и carbon footprint tracking в рамках Climate Pledge.",Data,Other,https://sustainability.aboutamazon.com
"Watershed (Climate Platform)","AI-powered платформа for enterprise carbon management, emissions calculation и climate strategy optimization.",Employee,Other,https://watershed.com
"Verily Life Sciences (Alphabet)","Uses AI to analyze population health patterns and predict disease outbreaks using data from wearables, environmental sensors, and health records. Successfully predicted COVID-19 hotspots 2 weeks in advance.",Data,Healthcare,https://verily.com/solutions
"Insilico Medicine","Comprehensive AI platform for drug discovery, from target identification to lead optimization using generative chemistry. Has advanced 30+ novel compounds to preclinical trials using AI-designed molecules.",Creative,Healthcare,https://insilico.com
"Butterfly Network Inc.","Handheld ultrasound devices with integrated AI for automated image interpretation and diagnostic assistance. The AI provides real-time guidance and can detect abnormalities across 20+ anatomical structures.",Customer,Healthcare,https://butterflynetwork.com
"Standard Bots Inc.","AI-powered collaborative robots with built-in 3D vision and no-code programming interface for manufacturing automation. Reduces robot programming time from weeks to hours with intuitive drag-and-drop interfaces.",Employee,Manufacturing,https://standardbots.com
"Paige Inc.","AI system for analyzing pathology slides to assist pathologists in cancer diagnosis with superhuman accuracy. FDA-approved platform reduces diagnostic errors by 85% and speeds up analysis by 50%.",Employee,Healthcare,https://paige.ai
"Atomwise Inc.","AI platform for virtual screening of millions of compounds to identify potential drug candidates for various diseases. Uses convolutional neural networks to predict molecular activity with 10x higher success rates.",Data,Healthcare,https://atomwise.com
"Recursion Pharmaceuticals","AI analysis of cellular images to identify disease mechanisms and potential therapeutic interventions. Generates and analyzes over 2 million cellular images weekly to discover new drug targets.",Data,Healthcare,https://recursion.com
"Ginkgo Bioworks Inc.","AI-driven design and optimization of microorganisms for pharmaceutical and industrial applications. Automated foundries produce thousands of engineered organisms monthly for drug manufacturing.",Creative,Healthcare,https://ginkgobioworks.com
"Twist Bioscience Corp.","AI-optimized DNA synthesis platform for creating custom genetic sequences for research and therapeutics. Silicon-based synthesis enables production of 1 million oligos on a single chip.",Creative,Healthcare,https://twistbioscience.com
"BioNTech SE","AI-designed personalized cancer vaccines based on individual tumor neoantigen profiles. Uses machine learning to identify optimal neoantigen combinations for maximum immune response activation.",Customer,Healthcare,https://biontech.de/science/platforms/individualized-neoantigen-specific-immunotherapy
"x Genomics Inc.","AI tools for analyzing single-cell genomics data to understand cellular heterogeneity and disease mechanisms. Platform enables analysis of millions of individual cells simultaneously.",Data,Healthcare,https://10xgenomics.com
"Freenome Inc.","AI platform combining genomics, proteomics, and other data types for early cancer detection from blood tests. Multimodal approach achieves 85% sensitivity for early-stage colorectal cancer detection.",Data,Healthcare,https://freenome.com
"Boston Dynamics Inc.","Humanoid robots with advanced AI locomotion for complex manufacturing tasks in automotive and aerospace industries. Atlas robots perform quality inspections and material handling in hazardous environments.",Employee,Manufacturing,https://bostondynamics.com/atlas
"Veracyte Inc.","AI-powered genomic classifiers for cancer diagnosis and treatment selection from tissue samples. Molecular tests help over 75,000 patients annually make informed treatment decisions.",Customer,Healthcare,https://veracyte.com
"KUKA AG","AI-ready robotic operating system enabling autonomous decision-making in manufacturing environments. The platform allows robots to learn from experience and adapt to new tasks without reprogramming.",Employee,Manufacturing,https://kuka.com/en-us/future-production/industrie-4-0
"Universal Robots A/S","Collaborative robots with AI-powered force control and real-time adaptation to manufacturing variations. Built-in AI enables robots to automatically adjust to part variations and surface irregularities.",Employee,Manufacturing,https://universal-robots.com
"ABB Ltd.","AI-enhanced collaborative robots for precision assembly with machine learning and computer vision capabilities. YuMi robots perform delicate tasks like smartphone assembly with human-level dexterity.",Employee,Manufacturing,https://new.abb.com/products/robotics
"Chainlink Labs","AI-powered oracle network providing real-world data to smart contracts with machine learning validation. Chainlink Functions enables AI computations directly within blockchain applications, supporting 1000+ DeFi protocols.",Data,Finance,https://chain.link
"Aave Companies","AI-driven risk assessment and liquidation management for decentralized lending protocols. Machine learning models monitor collateral health and predict liquidation risks across 15+ blockchain networks.",Data,Finance,https://aave.com
"MakerDAO","AI analysis of governance proposals and voting patterns to optimize decentralized decision-making processes. Machine learning models predict proposal success rates and suggest improvements.",Employee,Finance,https://makerdao.com
"Compound Labs Inc.","AI-powered algorithmic interest rate models that automatically adjust lending and borrowing rates based on supply and demand dynamics. Serves over $10 billion in locked value.",Data,Finance,https://compound.finance
"Yearn Finance","Autonomous yield farming strategies powered by AI algorithms that automatically move funds between DeFi protocols to maximize returns. Manages over $500 million in automated strategies.",Data,Finance,https://yearn.fi
"inch Labs","AI-powered decentralized exchange aggregator that finds optimal trading routes across multiple DEXs. Pathfinder algorithm reduces trading costs by up to 90% through intelligent route optimization.",Data,Finance,https://1inch.io
"Uniswap Labs","Machine learning algorithms for optimizing automated market maker (AMM) pricing and reducing impermanent loss for liquidity providers. AI models predict optimal fee structures and pool parameters.",Data,Finance,https://uniswap.org
"Euler Labs Ltd.","Permissionless lending protocol with AI-driven risk assessment that automatically lists new assets and sets risk parameters based on on-chain liquidity and volatility analysis.",Data,Finance,https://euler.finance
"Maple Finance","Decentralized credit protocol using AI for institutional borrower assessment and automated loan origination. Machine learning models evaluate creditworthiness without traditional KYC processes.",Data,Finance,https://maple.finance
"Offchain Labs Inc.","Layer 2 solution with AI-powered fraud proof generation and validation for optimistic rollups. Machine learning models detect invalid state transitions and generate cryptographic proofs.",Security,Finance,https://arbitrum.io
"Synthetix Ltd.","Generative AI for creating and managing synthetic financial instruments on blockchain networks. AI models generate price feeds and manage collateralization ratios for synthetic assets.",Creative,Finance,https://synthetix.io
"The Graph Foundation","Decentralized protocol for indexing and querying blockchain data using AI-powered subgraphs. Machine learning algorithms optimize query performance and data availability across Web3 applications.",Data,Finance,https://thegraph.com
"Polygon Labs","Multi-chain scaling platform using AI for validator selection, consensus optimization, and cross-chain bridge security. AI models optimize network performance across multiple blockchain networks.",Data,Finance,https://polygon.technology
"Waymo LLC (Alphabet)","Fully autonomous ride-hailing service using advanced AI for perception, prediction, and path planning. Waymo Driver has completed over 20 million autonomous miles with superhuman safety performance.",Customer,Manufacturing,https://waymo.com
"Convex Finance","AI-powered yield optimization platform that automatically compounds Curve Finance rewards and maximizes returns through intelligent strategy allocation.",Data,Finance,https://convexfinance.com
"Ribbon Finance","AI-powered structured products and options strategies that automatically execute covered calls and protective puts to generate yield from crypto assets.",Data,Finance,https://ribbon.finance
"Motional Inc.","Joint venture developing Level 4 autonomous driving technology using AI for safe navigation in complex urban environments. Motional vehicles use multimodal sensors and deep learning for perception.",Data,Manufacturing,https://motional.com
"Optimism Collective","AI-optimized layer 2 scaling solution that uses machine learning to predict and optimize transaction batching and state compression for Ethereum scaling.",Employee,Finance,https://optimism.io
"Curve Labs","AI-optimized automated market maker specifically designed for stablecoin trading with minimal slippage. Machine learning models predict and prevent depeg events across stablecoin pools.",Data,Finance,https://curve.fi
"Aurora Innovation Inc.","Self-driving technology for long-haul trucking using AI for highway navigation and freight optimization. Aurora Driver enables fully autonomous goods movement between distribution centers.",Employee,Manufacturing,https://aurora.tech
"Livepeer Inc.","Decentralized video streaming network with AI-powered transcoding and content optimization. AI models provide real-time video enhancement and compression for live streaming applications.",Creative,Finance,https://livepeer.org
"WeRide Corp.","AI-powered autonomous driving technology for multiple vehicle types including passenger cars, buses, and delivery vehicles. Operates robotaxi and robobus services across multiple cities.",Customer,Manufacturing,https://weride.ai
"Pony.ai Inc.","AI-powered autonomous driving technology for robotaxi and ride-hailing services. Operates commercial robotaxi services in China and California with over 10 million test miles completed.",Customer,Manufacturing,https://pony.ai
"Mobileye Global Inc. (Intel)","AI-powered advanced driver assistance systems (ADAS) and autonomous driving technology using computer vision and machine learning. EyeQ chips power driver assistance in 130+ vehicle models worldwide.",Customer,Manufacturing,https://mobileye.com
"Zoox Inc. (Amazon)","Fully autonomous, purpose-built vehicles for ride-hailing using AI for bidirectional driving and urban navigation. Vehicle design optimized for autonomous operation without human controls.",Customer,Manufacturing,https://zoox.com
"TomTom N.V.","AI-enhanced navigation and mapping services for autonomous vehicles with real-time traffic optimization and route planning. TomTom Maps platform serves 800+ million users globally.",Customer,Manufacturing,https://tomtom.com
"HERE Technologies","AI-powered location platform providing real-time mapping and location intelligence for autonomous vehicles and smart cities. HERE platform processes location data from 200+ million connected vehicles.",Data,Manufacturing,https://here.com
"Cruise LLC (General Motors)","AI-powered autonomous vehicle platform for urban mobility with real-time fleet management and optimization. Operates commercial robotaxi service in San Francisco with 24/7 operations.",Customer,Manufacturing,https://getcruise.com
"May Mobility Inc.","AI-powered autonomous shuttle services for first and last-mile transportation in urban areas. Multi-Policy Decision Making (MPDM) technology enables safe operation in complex traffic scenarios.",Customer,Manufacturing,https://maymobility.com
"dYdX Trading Inc.","Decentralized derivatives exchange with AI-powered market making and liquidation engines. Advanced algorithms provide deep liquidity and efficient price discovery for perpetual contracts.",Data,Finance,https://dydx.exchange
"Aptiv PLC","AI-powered vehicle architecture and automated driving technology for next-generation mobility solutions. Smart Vehicle Architecture enables over-the-air updates and continuous AI improvement.",Employee,Manufacturing,https://aptiv.com
"Nuro Inc.","AI-powered autonomous delivery vehicles designed specifically for goods transportation. R2 vehicles operate unmanned delivery services for groceries and packages in suburban areas.",Customer,Manufacturing,https://nuro.ai
"Baidu Inc.","Open-source autonomous driving platform using AI for perception, prediction, and planning. Apollo platform powers robotaxi services and has partnered with 200+ automotive companies.",Employee,Manufacturing,https://apollo.auto
"State Farm (Claims AI)","Автоматизация обработки страховых случаев с помощью GenAI, включая анализ документов и оценку ущерба по фотографиям.",Employee,Finance,https://statefarm.com
"Lemonade (AI Claims)","Comprehensive AI usage от AI Maya для onboarding до AI Jim для claims processing, стремясь к скорости и эффективности.",Customer,Finance,https://lemonade.com
"Swiss Re (Reinsurance AI)","AI для complex risk modeling, анализа large-scale catastrophe data и generating insights для underwriting decisions.",Data,Finance,https://swissre.com
"Zurich Insurance (AI Interactions)","Virtual assistants для customer interaction, automated claims handling и insights generation from global risk data.",Customer,Finance,https://zurich.com
"Minecraft (AI Integration)","AI-enhanced gameplay features, включая intelligent tutorials и adaptive game mechanics.",Customer,Media,https://minecraft.net
"AXA (AI Transformation)","Empowering 140,000+ employees с secure AI capabilities от Mistral AI для text generation и document analysis.",Employee,Finance,https://axa.com
"Xbox (Smart Delivery)","AI-optimized game delivery, intelligent storage management и personalized gaming recommendations.",Customer,Media,https://xbox.com
"Orange (AI Assistant)","AI-powered customer service assistant и network optimization solutions для European markets.",Customer,Other,https://orange.com
"PlayStation (AI Gaming)","AI-enhanced gaming experiences, predictive loading и personalized game suggestions в PlayStation ecosystem.",Customer,Media,https://playstation.com
"USAA (Member AI)","AI-powered financial guidance для military families, automated insurance claims processing и personalized member support.",Customer,Finance,https://usaa.com
"Planet Labs (Earth Monitoring)","AI analysis сателлитных данных для environmental monitoring, deforestation tracking и climate impact assessment.",Data,Other,https://planet.com
"CarbonChain (Supply Chain Carbon)","AI для tracking carbon emissions across complex supply chains и automated sustainability reporting.",Data,Other,https://carbonchain.com
"Rockwell Automation Inc.","AI-enabled manufacturing execution system for real-time production optimization and quality control. Platform integrates with existing automation systems to provide predictive insights and autonomous adjustments.",Employee,Manufacturing,https://rockwellautomation.com/en-us/products/software/factorytalk.html
"M Co.","Computer vision and AI systems for automated quality inspection in manufacturing processes. AI-powered cameras detect defects 10x faster than human inspectors with 99.9% accuracy.",Employee,Manufacturing,https://3m.com/3M/en_US/industrial-manufacturing-us
"Munich Re (Climate Risk AI)","Advanced analytics для assessing climate change risks, развития new insurance products и automated contract analysis.",Creative,Finance,https://munichre.com
"IBM (Environmental Intelligence)","AI-powered weather forecasting, climate risk analysis и environmental monitoring solutions для enterprises и governments.",Data,Other,https://ibm.com/weather
"Salesforce (Sustainability Cloud)","AI-enhanced carbon accounting, emissions tracking и sustainability reporting для enterprise customers.",Employee,Other,https://salesforce.com/sustainability
"Tempus Labs","AI platform analyzing molecular and clinical data to recommend optimal cancer treatments for individual patients. Processes over 1 million patient records to identify treatment patterns and predict therapeutic responses.",Customer,Healthcare,https://tempus.com/oncology
"andMe Inc.","Utilizes AI algorithms to calculate personalized disease risk scores from genetic data, providing actionable health insights to over 12 million customers. The system combines genetic variants with lifestyle factors for comprehensive risk assessment.",Customer,Healthcare,https://23andme.com/health
"AT&T (Customer AI)","GenAI для automated customer service, personalized plan recommendations и proactive issue resolution.",Customer,Other,https://att.com
"T-Mobile (5G Optimization)","AI-driven 5G network optimization, dynamic spectrum allocation и predictive capacity planning.",Data,Other,https://t-mobile.com
"Ericsson (Network Intelligence)","AI-powered network management solutions для telecom operators, включая automated fault detection.",Employee,Other,https://ericsson.com
"Huawei (Intelligent Networks)","AI-powered network solutions, включая intelligent O&M и automated network optimization.",Employee,Other,https://huawei.com
"Allstate (Personalized Policies)","AI для персонализации страховых полисов, automated policy generation и virtual assistant для customer inquiries.",Customer,Finance,https://allstate.com
"Ric (Parametric Insurance)","AI и catastrophe modeling для разработки parametric insurance coverage для specific events like rainfall и floods.",Data,Finance,https://ric.insure
"Microsoft (Carbon Negative)","AI-powered carbon accounting, renewable energy optimization и sustainability analytics для достижения carbon negative goals к 2030.",Data,Other,https://microsoft.com/sustainability
"Tesla (Energy Ecosystem)","AI integration across solar panels, energy storage и electric vehicles для optimized renewable energy ecosystem.",Data,Other,https://tesla.com/energy
"Moderna Inc.","Employs generative AI to design personalized mRNA therapeutics for cancer treatment, generating custom mRNA sequences based on individual tumor genetics and immune profiles. The system analyzes patient-specific genomic data to create tailored immunotherapies with 40% higher efficacy rates.",Creative,Healthcare,https://moderna.com/platform/mrna-medicines
"Roche Genentech","Applies machine learning algorithms to identify novel biomarkers from integrated multi-omics datasets (genomics, proteomics, metabolomics), accelerating precision medicine development. The platform has identified 150+ new biomarkers for various diseases.",Data,Healthcare,https://gene.com/scientists/our-science/personalized-healthcare
"Illumina Inc.","AI-powered platform for interpreting complex genomic variants and predicting disease risk from whole genome sequencing data. Uses deep learning to classify variants with 98.5% accuracy, significantly outperforming traditional methods.",Customer,Healthcare,https://illumina.com/products/by-type/informatics-products/dragen-bio-it-platform.html
"Foundation Medicine (Roche)","Generative AI for comprehensive genomic profiling of tumors to identify targeted therapy options. The system analyzes 324 genes across all solid tumors to guide treatment decisions for oncologists.",Data,Healthcare,https://foundationmedicine.com/genomic-testing
"Guardant Health Inc.","AI-powered analysis of circulating tumor DNA (ctDNA) in blood samples for early cancer detection and monitoring treatment response. The platform can detect minimal residual disease with 95% sensitivity.",Data,Healthcare,https://guardanthealth.com/guardant360
"PathAI Inc.","Machine learning platform for digital pathology that improves diagnostic accuracy and speeds up pathological analysis. Used by 200+ laboratories worldwide for cancer research and drug development.",Employee,Healthcare,https://pathai.com
"FANUC Corp.","Machine learning algorithms for predictive maintenance and optimization of CNC machining operations. AI Field system learns from machine behavior to prevent unplanned downtime and optimize cutting parameters.",Employee,Manufacturing,https://fanuc.com/us/en/products/cnc.html
"Siemens AG","AI-powered digital twin technology for optimizing manufacturing processes and predictive maintenance. Digital Factory platform reduces time-to-market by 30% through virtual commissioning and optimization.",Employee,Manufacturing,https://siemens.com/global/en/products/automation/systems/industrial/digital-factory.html
